#F EADL97_LShellNonradiativeRates.dat
#U00 This file is a conversion to specfile format of 
#U01 directly extracted EADL97 nonradiative transition probabilities.
#U02 EADL itself can be found at:
#U03           http://www-nds.iaea.org/epdl97/libsall.htm
#U04 The code used to generate this file has been:
#U05 GenerateEADLShellNonradiativeRates.py
#U06

#S 1 L1-Shell nonradiative rates
#N 51
#L Z  TOTAL  L1-L2L2  L1-L2L3  L1-L2M1  L1-L2M2  L1-L2M3  L1-L2M4  L1-L2M5  L1-L3L2  L1-L3L3  L1-L3M1  L1-L3M2  L1-L3M3  L1-L3M4  L1-L3M5  L1-M1L2  L1-M1L3  L1-M1M1  L1-M1M2  L1-M1M3  L1-M1M4  L1-M1M5  L1-M2L2  L1-M2L3  L1-M2M1  L1-M2M2  L1-M2M3  L1-M2M4  L1-M2M5  L1-M3L2  L1-M3L3  L1-M3M1  L1-M3M2  L1-M3M3  L1-M3M4  L1-M3M5  L1-M4L2  L1-M4L3  L1-M4M1  L1-M4M2  L1-M4M3  L1-M4M4  L1-M4M5  L1-M5L2  L1-M5L3  L1-M5M1  L1-M5M2  L1-M5M3  L1-M5M4  L1-M5M5
99  4.6122983E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.0557300E-02  8.5058800E-02  2.7555400E-02  0.0000000E+00  2.9560400E-04  1.4286600E-02  1.1693900E-03  2.9650600E-03  7.5165700E-04  0.0000000E+00  0.0000000E+00  1.5592000E-02  3.1408200E-02  1.5565300E-02  1.7824000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.6357300E-04  1.0187500E-02  1.6598700E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.6454300E-03  3.6037300E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.7657100E-03
100  4.5194769E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.9761800E-02  8.2073100E-02  2.6603800E-02  0.0000000E+00  2.9180000E-04  1.4399000E-02  1.1651900E-03  3.0141000E-03  7.2768100E-04  0.0000000E+00  0.0000000E+00  1.5771900E-02  3.1193800E-02  1.5429900E-02  1.7380900E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.4821100E-04  9.8669100E-03  1.6211000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.3105800E-03  3.4641900E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6981800E-03

#S 3 L3-Shell nonradiative rates
#N 27
#L Z  TOTAL  L3-M1M1  L3-M1M2  L3-M1M3  L3-M1M4  L3-M1M5  L3-M2M1  L3-M2M2  L3-M2M3  L3-M2M4  L3-M2M5  L3-M3M1  L3-M3M2  L3-M3M3  L3-M3M4  L3-M3M5  L3-M4M1  L3-M4M2  L3-M4M3  L3-M4M4  L3-M4M5  L3-M5M1  L3-M5M2  L3-M5M3  L3-M5M4  L3-M5M5
1  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
2  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
3  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
4  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
5  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
6  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
7  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
8  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
9  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
10  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
11  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
12  9.9999700E-01  9.9999700E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
13  9.9998450E-01  1.4475700E-01  2.4762500E-02  8.3046500E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
14  9.9995598E-01  6.5681600E-02  1.7350000E-02  5.7363600E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0843800E-03  1.3756500E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.0463900E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
15  9.9989990E-01  3.7462600E-02  1.3165600E-02  4.2365200E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.7457000E-03  2.1057400E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.1330000E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
16  9.9980440E-01  2.3973900E-02  1.0526900E-02  3.3116700E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.1796000E-03  2.5396900E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.7798800E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
17  9.9966296E-01  1.6604500E-02  8.7474700E-03  2.6996900E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.4879900E-03  2.8190300E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.1995100E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
18  9.9946031E-01  1.2027500E-02  7.4970400E-03  2.2663600E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.7147700E-03  3.0161500E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.4897000E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
19  9.9919151E-01  1.1221900E-02  7.1810100E-03  2.1372100E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.7189700E-03  2.9976100E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.5259500E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
20  9.9884385E-01  1.0617500E-02  6.9410100E-03  2.0317900E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.6965800E-03  2.9503400E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.5360200E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
21  9.9841218E-01  9.9723800E-03  6.5374700E-03  1.8876000E-01  1.1251400E-03  1.9659900E-03  0.0000000E+00  2.5464000E-03  2.7695700E-01  8.5274800E-04  8.9419600E-03  0.0000000E+00  0.0000000E+00  4.1848800E-01  2.3824900E-02  3.4655400E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
22  9.9788764E-01  9.2082400E-03  6.0813800E-03  1.7319200E-01  2.1133200E-03  3.4935200E-03  0.0000000E+00  2.3613300E-03  2.5637500E-01  1.7250800E-03  1.7617700E-02  0.0000000E+00  0.0000000E+00  3.8170100E-01  4.5338700E-02  6.6419200E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.2050400E-04  8.5828200E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.4943200E-03
23  9.9726505E-01  8.2737900E-03  5.5189300E-03  1.5517800E-01  2.9083200E-03  4.5496300E-03  0.0000000E+00  2.1309400E-03  2.3012400E-01  2.4748200E-03  2.4921400E-02  0.0000000E+00  0.0000000E+00  3.4366600E-01  6.3164300E-02  9.3150400E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2093500E-03  2.4916200E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6854400E-02
24  9.9653823E-01  6.9271200E-03  4.6346900E-03  1.2881400E-01  3.7988800E-03  5.6692000E-03  0.0000000E+00  1.8428500E-03  1.9914000E-01  3.4529500E-03  3.4332400E-02  0.0000000E+00  0.0000000E+00  2.8870000E-01  8.3307500E-02  1.2315200E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.9960200E-03  6.1395100E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.1970800E-02
25  9.9570331E-01  6.2088600E-03  4.2230100E-03  1.1634900E-01  3.7926600E-03  5.4060700E-03  0.0000000E+00  1.6223600E-03  1.7461800E-01  3.4806500E-03  3.4084400E-02  0.0000000E+00  0.0000000E+00  2.5964600E-01  8.3504400E-02  1.2436300E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.8734700E-03  9.9298600E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.1051700E-02
26  9.9475388E-01  5.4761000E-03  3.7561400E-03  1.0256000E-01  4.0912000E-03  5.6027000E-03  0.0000000E+00  1.4354500E-03  1.5507500E-01  3.8637600E-03  3.7486500E-02  0.0000000E+00  0.0000000E+00  2.2941200E-01  9.0298800E-02  1.3497300E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.9330700E-03  1.2072600E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.2803300E-02
27  9.9368862E-01  4.8160400E-03  3.3332400E-03  9.0249900E-02  4.2864400E-03  5.6463500E-03  0.0000000E+00  1.2710100E-03  1.3698100E-01  4.1250900E-03  3.9741500E-02  0.0000000E+00  0.0000000E+00  2.0225300E-01  9.4619500E-02  1.4181900E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.0271900E-03  1.4263200E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0524700E-01
28  9.9250372E-01  4.2575200E-03  2.9719700E-03  7.9857000E-02  4.4207700E-03  5.6224700E-03  0.0000000E+00  1.1274100E-03  1.2163900E-01  4.3216900E-03  4.1362800E-02  0.0000000E+00  0.0000000E+00  1.7920700E-01  9.7563100E-02  1.4653800E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.3104200E-03  1.6844700E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1858300E-01
29  9.9119739E-01  3.7344600E-03  2.6036000E-03  6.9408000E-02  4.6660100E-03  5.7303500E-03  0.0000000E+00  9.7575600E-04  1.0547500E-01  4.5505500E-03  4.3358600E-02  0.0000000E+00  0.0000000E+00  1.5484500E-01  1.0163700E-01  1.5247500E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.7176700E-03  1.9656100E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3247900E-01
30  9.8976265E-01  3.4111100E-03  2.4093100E-03  6.3893200E-02  4.5761100E-03  5.4825200E-03  0.0000000E+00  9.0642200E-04  9.7973000E-02  4.5838600E-03  4.3464600E-02  0.0000000E+00  0.0000000E+00  1.4365000E-01  1.0108000E-01  1.5220000E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0340800E-02  2.0867700E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4086100E-01
31  9.8820037E-01  3.1264200E-03  2.2332800E-03  5.9060600E-02  4.4629500E-03  5.2347000E-03  0.0000000E+00  8.3966600E-04  9.1494000E-02  4.5878900E-03  4.3298200E-02  0.0000000E+00  0.0000000E+00  1.3396100E-01  1.0007300E-01  1.5114000E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0809200E-02  2.1738300E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4698300E-01
32  9.8650804E-01  2.9044500E-03  2.0917100E-03  5.5133800E-02  4.3549900E-03  5.0027700E-03  0.0000000E+00  7.8683300E-04  8.6117900E-02  4.5817500E-03  4.3007000E-02  0.0000000E+00  0.0000000E+00  1.2593800E-01  9.8927700E-02  1.4983400E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1139000E-02  2.2316800E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5110000E-01
33  9.8468350E-01  2.7139400E-03  1.9756000E-03  5.1912700E-02  4.2347100E-03  4.7870100E-03  0.0000000E+00  7.4418800E-04  8.1816300E-02  4.5537600E-03  4.2563600E-02  0.0000000E+00  0.0000000E+00  1.1950900E-01  9.7458600E-02  1.4794900E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1364000E-02  2.2690000E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5378200E-01
34  9.8271977E-01  2.5589200E-03  1.8785000E-03  4.9285500E-02  4.1120800E-03  4.5892300E-03  0.0000000E+00  7.0745800E-04  7.8155500E-02  4.5130800E-03  4.1989400E-02  0.0000000E+00  0.0000000E+00  1.1404500E-01  9.5774300E-02  1.4565900E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1517500E-02  2.2926200E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5550300E-01
35  9.8061714E-01  2.4204900E-03  1.7897100E-03  4.6953100E-02  4.0074800E-03  4.4154400E-03  0.0000000E+00  6.7086600E-04  7.4891400E-02  4.4632100E-03  4.1349700E-02  0.0000000E+00  0.0000000E+00  1.0914300E-01  9.4079800E-02  1.4332500E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1616700E-02  2.3055600E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5648300E-01
36  9.7837201E-01  2.3025500E-03  1.7099900E-03  4.4921400E-02  3.9103500E-03  4.2588800E-03  0.0000000E+00  6.4126400E-04  7.2011800E-02  4.4075300E-03  4.0675900E-02  0.0000000E+00  0.0000000E+00  1.0480700E-01  9.2372000E-02  1.4090900E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1668800E-02  2.3088900E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5682200E-01
37  9.7598048E-01  2.1947300E-03  1.6384300E-03  4.3198700E-02  3.8420800E-03  4.1591800E-03  0.0000000E+00  6.1063900E-04  6.9584500E-02  4.3723600E-03  4.0113100E-02  0.0000000E+00  0.0000000E+00  1.0112200E-01  9.0984900E-02  1.3901400E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1762100E-02  2.3212600E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5777300E-01
38  9.7343869E-01  2.1124100E-03  1.5812600E-03  4.1796000E-02  3.7753600E-03  4.0512700E-03  0.0000000E+00  5.8838100E-04  6.7599900E-02  4.3352000E-03  3.9642200E-02  0.0000000E+00  0.0000000E+00  9.8105500E-02  8.9812000E-02  1.3737000E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1818300E-02  2.3262900E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5817400E-01
39  9.7074278E-01  2.0325600E-03  1.5267400E-03  4.0444700E-02  3.6996900E-03  3.9420200E-03  0.0000000E+00  5.6535900E-04  6.5659100E-02  4.2825400E-03  3.9035200E-02  0.0000000E+00  0.0000000E+00  9.5139300E-02  8.8411100E-02  1.3530800E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1804500E-02  2.3186600E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5770300E-01
40  9.6788720E-01  1.9604400E-03  1.4739300E-03  3.9202900E-02  3.6249700E-03  3.8391200E-03  0.0000000E+00  5.4276100E-04  6.3860000E-02  4.2222100E-03  3.8387200E-02  0.0000000E+00  0.0000000E+00  9.2394000E-02  8.6977500E-02  1.3317800E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1764000E-02  2.3051500E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5682300E-01
41  9.6486650E-01  1.8869600E-03  1.4208400E-03  3.7974900E-02  3.5426100E-03  3.7345900E-03  0.0000000E+00  5.2103600E-04  6.2049300E-02  4.1443100E-03  3.7586400E-02  0.0000000E+00  0.0000000E+00  8.9617600E-02  8.5253000E-02  1.3053400E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1661600E-02  2.2802900E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5515100E-01
42  9.6167818E-01  1.8254700E-03  1.3735200E-03  3.6903900E-02  3.4722500E-03  3.6478600E-03  0.0000000E+00  5.0070300E-04  6.0471600E-02  4.0755300E-03  3.6880600E-02  0.0000000E+00  0.0000000E+00  8.7183200E-02  8.3766900E-02  1.2825600E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1575900E-02  2.2588700E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5371000E-01
43  9.5831490E-01  1.7622400E-03  1.3252400E-03  3.5885600E-02  3.4071600E-03  3.5847800E-03  0.0000000E+00  4.8032800E-04  5.8935100E-02  4.0079700E-03  3.6140100E-02  0.0000000E+00  0.0000000E+00  8.4823300E-02  8.2200700E-02  1.2587600E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1483800E-02  2.2360700E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5218400E-01
44  9.5476796E-01  1.7090700E-03  1.2840200E-03  3.4949200E-02  3.3429500E-03  3.5077000E-03  0.0000000E+00  4.6180600E-04  5.7513800E-02  3.9341300E-03  3.5410500E-02  0.0000000E+00  0.0000000E+00  8.2616200E-02  8.0713100E-02  1.2354900E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1365600E-02  2.2091100E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5034600E-01
45  9.5103741E-01  1.6577600E-03  1.2426500E-03  3.4059900E-02  3.2791600E-03  3.4362400E-03  0.0000000E+00  4.4320600E-04  5.6163000E-02  3.8584700E-03  3.4673200E-02  0.0000000E+00  0.0000000E+00  8.0518900E-02  7.9245600E-02  1.2124100E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1232200E-02  2.1799500E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4834500E-01
46  9.4711107E-01  1.6091100E-03  1.2024900E-03  3.3203100E-02  3.2062400E-03  3.3614600E-03  0.0000000E+00  4.2672700E-04  5.4878100E-02  3.7776100E-03  3.3911400E-02  0.0000000E+00  0.0000000E+00  7.8517000E-02  7.7720900E-02  1.1880500E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1060200E-02  2.1418200E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4574600E-01
47  9.4298305E-01  1.5683000E-03  1.1659900E-03  3.2476000E-02  3.1520000E-03  3.3057400E-03  0.0000000E+00  4.1001900E-04  5.3724100E-02  3.7043600E-03  3.3217100E-02  0.0000000E+00  0.0000000E+00  7.6702000E-02  7.6429200E-02  1.1670900E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0929500E-02  2.1132900E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4378400E-01
48  9.3864791E-01  1.5280800E-03  1.1322700E-03  3.1801700E-02  3.1004200E-03  3.2578100E-03  0.0000000E+00  3.9463400E-04  5.2674900E-02  3.6315600E-03  3.2535400E-02  0.0000000E+00  0.0000000E+00  7.5033700E-02  7.5168500E-02  1.1465500E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0801300E-02  2.0856100E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4187200E-01
49  9.3409743E-01  1.4893100E-03  1.0962900E-03  3.1124600E-02  3.0494900E-03  3.2123100E-03  0.0000000E+00  3.7882500E-04  5.1658100E-02  3.5557500E-03  3.1826300E-02  0.0000000E+00  0.0000000E+00  7.3424900E-02  7.3854600E-02  1.1248700E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0666900E-02  2.0568200E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3986600E-01
50  9.2932537E-01  1.4484500E-03  1.0617200E-03  3.0503800E-02  3.0046900E-03  3.1872500E-03  0.0000000E+00  3.6296900E-04  5.0642500E-02  3.4855100E-03  3.1127800E-02  0.0000000E+00  0.0000000E+00  7.1796800E-02  7.2567700E-02  1.1041000E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0538200E-02  2.0289500E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3794600E-01
51  9.2432493E-01  1.4141000E-03  1.0308200E-03  2.9921500E-02  2.9592500E-03  3.1503900E-03  0.0000000E+00  3.4943700E-04  4.9745900E-02  3.4124400E-03  3.0456600E-02  0.0000000E+00  0.0000000E+00  7.0360800E-02  7.1360000E-02  1.0839300E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0402400E-02  2.0001700E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3595000E-01
52  9.1908818E-01  1.3817200E-03  9.9969600E-04  2.9366400E-02  2.9169400E-03  3.1200800E-03  0.0000000E+00  3.3462900E-04  4.8887900E-02  3.3398900E-03  2.9796500E-02  0.0000000E+00  0.0000000E+00  6.8979000E-02  7.0196700E-02  1.0645000E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0266800E-02  1.9721200E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3397500E-01
53  9.1360594E-01  1.3531000E-03  9.7246900E-04  2.8883100E-02  2.8726900E-03  3.0899100E-03  0.0000000E+00  3.2178300E-04  4.8123800E-02  3.2736900E-03  2.9201200E-02  0.0000000E+00  0.0000000E+00  6.7724300E-02  6.9185800E-02  1.0472100E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0118200E-02  1.9401600E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3177700E-01
